id,gender,citizenship,region,province,city_municipality,employment_and_or_business_information,additional_household_member_source_of_income,do_you_have_a_co_borrower,my_spouse_is_my_co_borrower,business_gross_sales,total_cash_inflow,total_cash_outflow,net_income,years_in_residence,home_ownership,agency_years,marital_status,no_of_children,with_children_attending_school,how_many_years_in_the_company,position,outstanding_obligation_other_loans,do_you_have_deposit_or_credit_cards_with_other_bank
11143,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,18000.0,6000,12000.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Others,0,No
11144,Male,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,Yes,No,0,50000.0,4200,45800.0,More than 2 years,Free,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0,Yes
11156,Female,Filipino,Region IV‑A – CALABARZON,Laguna,Cabuyao,Regular Employee,No other source of income,Yes,No,0,21000.0,10200,10800.0,More than 2 years,Free,1-5 years,Single,more than 3,Yes,1-2 years,Others,805,Yes
11157,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,OFW/Seafarers with Business,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,190000.0,30000,160000.0,More than 2 years,Free,More than 5 years,Married,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
11158,Female,Filipino,Region X – Northern Mindanao,Bukidnon,Valencia,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,16200.0,2500,13700.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,No
11159,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Kabankalan,Regular Employee,No other source of income,Yes,No,0,16000.0,5500,10500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
11160,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,77000.0,18000,59000.0,More than 2 years,Owned,Less than a year,Married,0-1,Yes,Less than 1 year,Professional/Non-Officer/Skilled,20000,Yes
11161,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bago,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,55000.0,4650,50350.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Professional/Non-Officer/Skilled,0,No
11162,Male,Filipino,NCR – National Capital Region,Metro Manila,Caloocan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,22400.0,5500,16900.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,No
11188,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bago,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,14000.0,5150,8850.0,1-2 years,Rented,1-5 years,Single,2-3,Yes,2-5 years,Others,0,No
11221,Male,Filipino,Region IV‑A – CALABARZON,Cavite,General Mariano Alvarez,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,20000.0,6500,13500.0,More than 2 years,Owned,1-5 years,Married,more than 3,Yes,2-5 years,Others,0,No
11222,,Filipino,NCR – National Capital Region,Metro Manila,Makati,Regular Employee,No other source of income,Yes,,0,32500.0,6800,25700.0,More than 2 years,Rented,1-5 years,Married,2-3,Yes,1-2 years,Professional/Non-Officer/Skilled,0,No
11224,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,Yes,No,0,90000.0,8500,81500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
11226,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,Yes,No,0,26500.0,4500,22000.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,No
11227,Male,Filipino,Region VII – Central Visayas,Cebu,Cebu City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,50000.0,10599,39401.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Managerial/Officer,0,Yes
11228,Male,Filipino,Region VII – Central Visayas,Cebu,Daanbantayan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,90000.0,27500,62500.0,More than 2 years,Rented,Less than a year,Married,2-3,Yes,Less than 1 year,Professional/Non-Officer/Skilled,0,No
11229,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,33289.0,10119,23170.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Others,0,No
11230,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Talisay,Regular Employee,No other source of income,Yes,No,0,26500.0,12500,14000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,0,Yes
11231,Male,Filipino,Region VII – Central Visayas,Cebu,Mandaue City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,16000.0,1500,14500.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,No
11232,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,38000.0,21000,17000.0,More than 2 years,Free,1-5 years,Married,0-1,No,2-5 years,Professional/Managerial/Officer,0,Yes
11233,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Talisay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,20000.0,8300,11700.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,Yes
11234,Male,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,20000.0,10550,9450.0,More than 2 years,Rented,Less than a year,Single,0-1,No,Less than 1 year,Others,0,No
11235,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Talisay,Regular Employee,No other source of income,Yes,No,0,51000.0,9040,41960.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Others,0,No
11236,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,21000.0,6700,14300.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Others,0,Yes
11238,Female,Filipino,Region IV‑A – CALABARZON,Batangas,Taysan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,62000.0,11500,50500.0,More than 2 years,Others,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,3000,Yes
11239,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,10000.0,7400,2600.0,More than 2 years,Owned,More than 5 years,Widowed,more than 3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
11241,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,40005.0,21000,19005.0,More than 2 years,Rented,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,9000,No
11242,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Probationary,No other source of income,Yes,No,0,15000.0,16000,-1000.0,More than 2 years,Others,Less than a year,Single,0-1,Yes,Less than 1 year,Others,0,No
11243,Female,Filipino,Region VII – Central Visayas,Cebu,Cebu City,Regular Employee,No other source of income,Yes,No,0,33000.0,6000,27000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Professional/Managerial/Officer,1500,No
11244,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bago,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,18000.0,5600,12400.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0,Yes
11245,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bago,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,12000.0,6500,5500.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Others,0,No
11246,Male,Filipino,Region V – Bicol Region,Camarines Norte,Daet,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,170000.0,79000,91000.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Managerial/Officer,15000,Yes
11247,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Regular Employee,No other source of income,Yes,No,0,11700.0,1500,10200.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,No
11248,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,37000.0,12200,24800.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Others,0,No
11249,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Victorias,Regular Employee,No other source of income,Yes,No,0,58000.0,17000,41000.0,More than 2 years,Free,1-5 years,Single,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,0,No
11250,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Regular Employee,No other source of income,Yes,No,0,25000.0,10500,14500.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,1500,Yes
11251,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Murcia,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,52000.0,14900,37100.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
11252,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Enrique B. Magalona,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,18000.0,9500,8500.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0,No
11253,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,16000.0,7300,8700.0,More than 2 years,Free,More than 5 years,Married,0-1,Yes,More than 5 years,Others,0,No
11256,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,Yes,No,0,20000.0,1700,18300.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,5000,No
11257,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,178199.0,26000,152199.0,1-2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,24000,Yes
11258,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,Yes,No,0,215280.0,14500,200780.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,2000,Yes
11261,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Locally Employed,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,30001.0,11500,18501.0,More than 2 years,Free,Less than a year,Single,0-1,Yes,Less than 1 year,Others,0,No
11262,Female,Filipino,NCR – National Capital Region,Metro Manila,Caloocan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,82600.0,11000,71600.0,More than 2 years,Owned,1-5 years,Married,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,Yes
11263,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bago,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,34000.0,9000,25000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
11264,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Kabankalan,Regular Employee,No other source of income,Yes,No,0,16000.0,6000,10000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
11266,Female,Filipino,Region IV‑A – CALABARZON,Batangas,Taysan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,30000.0,11000,19000.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Managerial/Officer,2758,Yes
11267,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Cainta,Regular Employee,No other source of income,Yes,No,0,40800.0,9500,31300.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Others,0,Yes
11268,Female,Filipino,NCR – National Capital Region,Metro Manila,Makati,Regular Employee,No other source of income,Yes,No,0,27500.0,6300,21200.0,More than 2 years,Rented,1-5 years,Separated,2-3,Yes,1-2 years,Professional/Non-Officer/Skilled,0,Yes
11269,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,Yes,No,0,25000.0,6500,18500.0,6-12 months,Rented,1-5 years,Single,0-1,No,1-2 years,Others,0,No
11270,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,7350.0,4400,2950.0,More than 2 years,Owned,More than 5 years,Married,2-3,No,More than 5 years,Professional/Non-Officer/Skilled,2000,Yes
11271,Male,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,25000.0,7000,18000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,2000,No
11272,Female,Filipino,Region IV‑A – CALABARZON,Cavite,General Mariano Alvarez,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,36000.0,8500,27500.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0,No
11273,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,19000.0,6500,12500.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Others,0,Yes
11274,Female,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Regular Employee,No other source of income,Yes,No,0,28390.0,13300,15090.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Managerial/Officer,2000,No
11275,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Kabankalan,Regular Employee,No other source of income,Yes,No,0,13000.0,5000,8000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0,No
11276,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,33000.0,3300,29700.0,More than 2 years,Owned,More than 5 years,Married,0-1,No,More than 5 years,Others,1300,Yes
11277,Male,Filipino,NCR – National Capital Region,Metro Manila,Valenzuela,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,32000.0,22500,9500.0,More than 2 years,Rented,1-5 years,Married,0-1,No,1-2 years,Others,0,No
11287,Female,Filipino,Region II – Cagayan Valley,Isabela,Cordon,Regular Employee,No other source of income,Yes,No,0,24500.0,7600,16900.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
11321,Female,Filipino,NCR – National Capital Region,Metro Manila,Manila,Regular Employee,No other source of income,Yes,No,0,202000.0,15500,186500.0,More than 2 years,Owned,1-5 years,Widowed,2-3,Yes,2-5 years,Professional/Managerial/Officer,1500,Yes
11322,Male,Filipino,Region IV‑A – CALABARZON,Rizal,Binangonan,Regular Employee,No other source of income,Yes,No,0,170000.0,9000,161000.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Managerial/Officer,0,No
11353,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Rodriguez,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,47537.0,15600,31937.0,More than 2 years,Others,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Non-Officer/Skilled,20000,No
11354,Male,Filipino,Region XI – Davao Region,Davao del Norte,Santo Tomas,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,10000.0,4200,5800.0,More than 2 years,Owned,More than 5 years,Married,0-1,Yes,More than 5 years,Professional/Managerial/Officer,0,Yes
11355,Male,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,240000.0,7800,232200.0,More than 2 years,Rented,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
11386,Male,Filipino,NCR – National Capital Region,Metro Manila,Pasig,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,17000.0,8500,8500.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Others,0,No
11387,Female,Filipino,Region III – Central Luzon,Pampanga,Mabalacat,Regular Employee,No other source of income,Yes,No,0,40000.0,23000,17000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,1-2 years,Others,0,No
11453,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Regular Employee,No other source of income,Yes,No,0,16000.0,8000,8000.0,More than 2 years,Owned,More than 5 years,Single,2-3,No,More than 5 years,Professional/Non-Officer/Skilled,0,No
11455,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,35000.0,51000,-16000.0,More than 2 years,Owned,More than 5 years,Married,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,5000,No
11485,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Taytay,Regular Employee,No other source of income,Yes,No,0,53400.0,14050,39350.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,2-5 years,Professional/Managerial/Officer,0,Yes
11486,Male,Filipino,Region IV‑A – CALABARZON,Cavite,General Mariano Alvarez,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,570.0,2300,-1730.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,2700,No
11487,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Taytay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,45900.0,5850,40050.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,0,Yes
11488,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Salvador Benedicto,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15100.0,2500,12600.0,More than 2 years,Owned,1-5 years,Single,more than 3,No,1-2 years,Professional/Managerial/Officer,0,No
11489,Female,Filipino,Region III – Central Luzon,Pampanga,Mexico,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,57000.0,30000,27000.0,More than 2 years,Free,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,No
11490,Male,Filipino,Region IV‑A – CALABARZON,Rizal,Rodriguez,Regular Employee,No other source of income,Yes,No,0,20000.0,20000,0.0,More than 2 years,Owned,Less than a year,Married,0-1,Yes,Less than 1 year,Professional/Managerial/Officer,0,No
11491,Female,Filipino,Region VII – Central Visayas,Negros Oriental,Dauin,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,35500.0,7300,28200.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
11492,Female,Filipino,NCR – National Capital Region,Metro Manila,Caloocan,Regular Employee,No other source of income,Yes,No,0,22000.0,12000,10000.0,1-2 years,Rented,Less than a year,Single,2-3,Yes,Less than 1 year,Professional/Non-Officer/Skilled,0,Yes
11493,Male,Filipino,Region IV‑A – CALABARZON,Rizal,Binangonan,Regular Employee,No other source of income,Yes,No,0,19346.0,3500,15846.0,More than 2 years,Others,More than 5 years,Single,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
11494,Male,Filipino,NCR – National Capital Region,Metro Manila,Quezon City,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,20000.0,4800,15200.0,More than 2 years,Owned,More than 5 years,Widowed,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
11495,Female,Filipino,NCR – National Capital Region,Metro Manila,Taguig,Regular Employee,No other source of income,Yes,No,0,32114.0,20000,12114.0,More than 2 years,Rented,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0,No
11496,Female,Filipino,Region IX – Zamboanga Peninsula,Zamboanga del Sur,Zamboanga City,Probationary,No other source of income,Yes,No,0,20500.0,9500,11000.0,More than 2 years,Owned,1-5 years,Single,0-1,Yes,1-2 years,Others,0,No
11497,Female,Filipino,Region IV‑A – CALABARZON,Laguna,San Pedro,Regular Employee,No other source of income,Yes,No,0,43050.0,16300,26750.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,1300,Yes
11498,Male,Filipino,NCR – National Capital Region,Metro Manila,San Juan,Regular Employee,No other source of income,Yes,No,0,30000.0,18500,11500.0,More than 2 years,Rented,More than 5 years,Single,more than 3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
11500,Female,Filipino,Region XI – Davao Region,Davao del Norte,Samal,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,21000.0,5700,15300.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
11503,Male,Filipino,Region III – Central Luzon,Zambales,Cabangan,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,42000.0,16500,25500.0,More than 2 years,Free,1-5 years,Married,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
11504,Male,Filipino,Region VII – Central Visayas,Negros Oriental,Dumaguete,Regular Employee,No other source of income,Yes,No,0,22076.0,4000,18076.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,1986,No
11505,Female,Filipino,Region IV‑A – CALABARZON,Cavite,Imus,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,42500.0,3000,39500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,1000,No
11506,Female,Filipino,Region VII – Central Visayas,Bohol,Dauis,Regular Employee,No other source of income,Yes,No,0,1000032500.0,5900,1000026600.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,No
11507,Female,Filipino,Region VII – Central Visayas,Cebu,Lapu-Lapu City,Regular Employee,No other source of income,Yes,No,0,27000.0,9500,17500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,No
11508,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Victorias,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,35000.0,29000,6000.0,More than 2 years,Others,1-5 years,Married,2-3,Yes,1-2 years,Professional/Managerial/Officer,0,Yes
11509,Female,Filipino,Region XI – Davao Region,Davao del Norte,Panabo,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,50000.0,4005,45995.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,Yes
11510,Female,Filipino,NCR – National Capital Region,Metro Manila,Mandaluyong,Regular Employee,No other source of income,Yes,No,0,43050.0,15300,27750.0,More than 2 years,Rented,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,1300,Yes
11511,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Cainta,Regular Employee,No other source of income,Yes,No,0,33800.0,9500,24300.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Others,0,No
11512,Male,Filipino,Region IV‑A – CALABARZON,Batangas,Malvar,Regular Employee,No other source of income,Yes,No,0,10000.0,2800,7200.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
11513,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,150000.0,68000,82000.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,2000,No
11514,Female,Filipino,Region IV‑A – CALABARZON,Cavite,General Mariano Alvarez,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,36000.0,8500,27500.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0,No
11515,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,OFW/Seafarers,No other source of income,Yes,,0,22000.0,7700,14300.0,More than 2 years,Free,1-5 years,Single,more than 3,Yes,2-5 years,Others,0,No
11516,Female,Filipino,Region IV‑A – CALABARZON,Rizal,Rodriguez,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,34573.0,16500,18073.0,More than 2 years,Others,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Managerial/Officer,20305,No
11517,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,22545.0,6300,16245.0,More than 2 years,Free,More than 5 years,Married,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
11518,Male,Filipino,NCR – National Capital Region,Metro Manila,Gerona,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,41521.0,8300,33221.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,Yes
11519,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Victorias,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,19021.0,2700,16321.0,More than 2 years,Owned,1-5 years,Married,0-1,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
11520,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,Yes,No,0,14000.0,2750,11250.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,Yes
11521,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,450000.0,38000,412000.0,More than 2 years,Owned,More than 5 years,Separated,more than 3,Yes,More than 5 years,Professional/Managerial/Officer,0,No
11522,Male,Filipino,Region XI – Davao Region,Davao del Sur,Davao City,Regular Employee,No other source of income,Yes,No,0,30000.0,6500,23500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,No
11523,Male,Filipino,Region VI – Western Visayas,Negros Occidental,Silay,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,10000.0,6000,4000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Others,0,No
11524,Female,Filipino,Region VI – Western Visayas,Negros Occidental,Bacolod City,Regular Employee,No other source of income,Yes,No,0,27000.0,6699,20301.0,More than 2 years,Free,Less than a year,Single,0-1,Yes,Less than 1 year,Professional/Managerial/Officer,10000,No
