id,gender,citizenship,employment_and_or_business_information,additional_household_member_source_of_income,do_you_have_a_co_borrower,my_spouse_is_my_co_borrower,business_gross_sales,salary,business_net_income,commission,other_income,incentive_commission,other_gig_work_salary,other_income_pension_remittance,total_cash_inflow,miscellaneous,clothing,rental_expenses,salaries_helper,transportation,utilities,household_premium,loan_payments,fuel_lpg,medical_expenses,food_expenses,other_expenses,education_expenses,total_cash_outflow,net_income,years_in_residence,home_ownership,agency_years,marital_status,no_of_children,with_children_attending_school,how_many_years_in_the_company,position,outstanding_obligation_other_loans,do_you_have_deposit_or_credit_cards_with_other_bank
8837,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,25440.0,0,0,0.0,0,0,0,25440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25440.0,More than 2 years,Owned,More than 5 years,Single,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
8838,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,18000.0,0,2000,0.0,0,0,0,20000.0,2000,400,2500,0,0,600,0,0,0,0,1400,0,0,6900,13100.0,6-12 months,Rented,Less than a year,Married,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,No
8839,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,11960.0,0,0,0.0,0,0,0,11960.0,0,1000,0,0,0,300,0,0,0,0,3000,0,0,4300,7660.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,1000,No
8840,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,11960.0,0,0,0.0,0,0,0,11960.0,0,1000,1000,0,0,600,0,0,0,0,3000,0,0,5600,6360.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Others,0,No
8841,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,42600.0,0,0,0.0,0,0,0,42600.0,0,0,0,0,0,0,0,0,0,0,10000,0,0,10000,32600.0,More than 2 years,Free,More than 5 years,Married,2-3,No,More than 5 years,Professional/Managerial/Officer,0,Yes
8842,Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,90000.0,0,0,0.0,0,0,0,90000.0,0,2000,0,0,0,1500,0,0,0,0,30000,0,3000,36500,53500.0,More than 2 years,Owned,More than 5 years,Married,more than 3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,No
8843,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,20000.0,22000,2000,0.0,0,0,0,44000.0,0,1000,0,0,0,1500,0,0,0,0,5000,0,2000,9500,34500.0,More than 2 years,Free,1-5 years,Single,2-3,Yes,1-2 years,Others,0,No
8844,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,31000.0,10000,0,0.0,0,0,0,41000.0,0,0,0,0,0,1700,0,0,0,0,2000,0,0,3700,37300.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,Yes
8846,,Filipino,Regular Employee,No other source of income,,No,0,30000.0,24000,6000,0.0,0,0,0,60000.0,0,0,0,0,0,2500,0,0,0,0,2000,0,1000,5500,54500.0,,,1-5 years,Single,2-3,Yes,2-5 years,Others,0,No
8847,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,20000.0,1000,1000,0.0,0,0,0,22000.0,0,0,0,0,0,0,0,0,0,0,1500,0,200,1700,20300.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,1-2 years,Others,0,No
8848,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,30000.0,24000,6000,0.0,0,0,0,60000.0,0,0,0,0,0,2000,0,0,0,0,2000,0,1000,5000,55000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
8849,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,19950.0,0,14000,0.0,0,0,0,33950.0,1000,1000,1000,0,0,500,0,0,0,0,2000,0,0,5500,28450.0,More than 2 years,Rented,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,5000,Yes
8850,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,35000.0,0,0,0.0,0,0,0,35000.0,0,0,0,0,0,1500,0,0,0,0,3000,0,0,4500,30500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0,Yes
8851,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,20000.0,0,5000,0.0,0,0,0,25000.0,2000,0,2500,0,0,300,0,0,0,0,3000,0,2000,9800,15200.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Others,4000,No
8852,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,0.0,0,0,0.0,0,0,0,0.0,2000,1000,0,0,0,5000,0,0,0,0,3000,0,0,11000,-11000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,No
8853,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,60000.0,0,0,0.0,0,0,0,60000.0,0,0,3000,0,0,2500,0,0,0,0,5000,0,2000,12500,47500.0,1-2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,0,Yes
8854,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,100000.0,0,0,0.0,0,0,0,100000.0,0,0,0,0,0,7000,0,0,0,0,10000,0,26000,43000,57000.0,More than 2 years,Owned,1-5 years,Single,more than 3,Yes,2-5 years,Professional/Managerial/Officer,0,Yes
8855,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,23500.0,0,0,20000.0,0,0,0,43500.0,3000,1500,0,0,0,3000,0,0,0,0,4000,0,2000,13500,30000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Professional/Managerial/Officer,0,No
8858,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,0.0,0,0,0.0,0,0,0,0.0,1000,1000,0,0,0,4000,0,0,0,0,3000,0,0,9000,-9000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,No
8859,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,60000.0,0,0,3000.0,0,0,0,63000.0,0,3000,0,0,0,2000,0,0,0,0,5000,0,4000,14000,49000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Others,0,No
8860,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,50000.0,10000,0,0.0,0,0,0,60000.0,1000,0,8000,0,0,3000,0,0,0,0,5000,0,2000,19000,41000.0,More than 2 years,Rented,More than 5 years,Married,0-1,Yes,More than 5 years,Professional/Managerial/Officer,0,No
8861,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,37000.0,30000,10000,5000.0,0,0,0,82000.0,1000,500,500,0,0,1000,0,0,0,0,2000,0,1000,6000,76000.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Others,100,No
8862,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,20000.0,0,20000,0.0,0,0,0,40000.0,1000,500,0,0,0,1500,0,0,0,0,5000,0,2000,10000,30000.0,More than 2 years,Free,1-5 years,Single,2-3,Yes,1-2 years,Others,0,No
8863,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,40000.0,0,0,0.0,0,0,0,40000.0,0,0,3000,0,0,0,0,0,0,0,3000,0,0,6000,34000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0,No
8864,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,12000.0,15000,3000,3000.0,0,0,0,33000.0,500,1000,0,0,0,0,0,0,0,0,1500,0,0,3000,30000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,0,No
8865,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,20000.0,0,0,0.0,0,0,0,20000.0,1000,1500,0,0,0,1500,0,0,0,0,2200,0,1000,7200,12800.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Non-Officer/Skilled,0,Yes
8866,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,30000.0,0,0,0.0,0,0,0,30000.0,1000,1000,0,0,0,3700,0,0,0,0,3600,0,3000,12300,17700.0,1-2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Professional/Managerial/Officer,0,No
8867,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,59233.0,0,5000,0.0,0,0,0,64233.0,2000,1000,8000,0,0,0,0,0,0,0,5000,0,0,16000,48233.0,More than 2 years,Others,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,5000,No
8868,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15000.0,0,5000,5000.0,0,0,0,25000.0,0,0,0,0,0,3000,0,0,0,0,2000,0,3000,8000,17000.0,6-12 months,Others,1-5 years,Single,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,0,No
8869,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,80000.0,30000,50000,20000.0,0,0,0,180000.0,5000,5000,20000,0,0,15000,0,0,0,0,40000,0,0,85000,95000.0,More than 2 years,Free,1-5 years,Married,2-3,Yes,1-2 years,Professional/Non-Officer/Skilled,0,No
8870,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,26600.0,5000,5320,10000.0,0,0,0,46920.0,2000,1000,4000,0,0,500,0,0,0,0,5000,0,3000,15500,31420.0,1-2 years,Rented,1-5 years,Single,2-3,Yes,2-5 years,Others,3000,No
8871,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,11700.0,0,0,0.0,0,0,0,11700.0,500,500,0,0,0,700,0,0,0,0,1500,0,0,3200,8500.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,600,No
8872,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,15000.0,8000,3500,5000.0,0,0,0,31500.0,0,0,0,0,0,1500,0,0,0,0,5000,0,3000,9500,22000.0,More than 2 years,Owned,1-5 years,Married,0-1,Yes,2-5 years,Professional/Non-Officer/Skilled,0,Yes
8873,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,24000.0,0,2000,10000.0,0,0,0,36000.0,0,0,0,0,0,1500,0,0,0,0,5000,0,0,6500,29500.0,More than 2 years,Others,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
8874,Male,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,25000.0,20000,3500,0.0,0,0,0,48500.0,5000,1000,0,0,0,2500,0,0,0,0,3000,0,0,11500,37000.0,More than 2 years,Owned,1-5 years,Married,0-1,No,1-2 years,Others,0,No
8875,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,31000.0,0,0,0.0,0,0,0,31000.0,3000,0,0,0,0,4000,0,0,0,0,5000,0,0,12000,19000.0,More than 2 years,Owned,1-5 years,Married,0-1,No,1-2 years,Professional/Managerial/Officer,0,No
8877,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,60000.0,0,10000,10000.0,0,0,0,80000.0,4000,1000,0,0,0,4000,0,0,0,0,10000,0,0,19000,61000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,Yes
8878,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,33639.0,0,0,0.0,0,0,0,33639.0,4000,2000,0,0,0,800,0,0,0,0,6000,0,0,12800,20839.0,More than 2 years,Owned,1-5 years,Married,0-1,No,1-2 years,Professional/Non-Officer/Skilled,25000,No
8879,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,25000.0,30000,0,0.0,0,0,0,55000.0,2000,0,0,0,0,1600,0,0,0,0,2000,0,0,5600,49400.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,Yes
8880,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,27000.0,10000,5000,15000.0,0,0,0,57000.0,1000,2000,0,0,0,4000,0,0,0,0,5000,0,2000,14000,43000.0,More than 2 years,Owned,Less than a year,Married,0-1,Yes,Less than 1 year,Professional/Non-Officer/Skilled,50000,Yes
8881,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,65000.0,0,5000,0.0,0,0,0,70000.0,0,0,0,0,0,3000,0,0,0,0,8000,0,5000,16000,54000.0,More than 2 years,Free,1-5 years,Married,0-1,Yes,2-5 years,Professional/Non-Officer/Skilled,0,No
8882,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,44000.0,0,0,0.0,0,0,0,44000.0,700,1000,0,0,0,3500,0,0,0,0,5000,0,1500,11700,32300.0,More than 2 years,Others,1-5 years,Single,2-3,Yes,1-2 years,Others,0,No
8885,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,19430.0,3000,3000,0.0,0,0,0,25430.0,1000,0,0,0,0,5000,0,0,0,0,2000,0,0,8000,17430.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,No
8886,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,11000.0,1000,1000,2000.0,0,0,0,15000.0,2000,2000,500,0,0,600,0,0,0,0,4000,0,4000,13100,1900.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,2-5 years,Others,400,No
8888,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,40000.0,0,0,0.0,0,0,0,40000.0,2500,1000,0,0,0,7000,0,0,0,0,5000,0,0,15500,24500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,Yes
8889,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,40000.0,0,0,0.0,0,0,0,40000.0,5000,2000,0,0,0,7000,0,0,0,0,5000,0,0,19000,21000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,Yes
8891,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,20000.0,0,6000,0.0,0,0,0,26000.0,0,500,10000,0,0,5000,0,0,0,0,5000,0,0,20500,5500.0,More than 2 years,Rented,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,No
8892,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,15000.0,0,0,0.0,0,0,0,15000.0,0,1000,0,0,0,1000,0,0,0,0,5000,0,2000,9000,6000.0,More than 2 years,Owned,1-5 years,Single,2-3,Yes,2-5 years,Professional/Managerial/Officer,0,No
8893,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,45000.0,20000,0,20000.0,0,0,0,85000.0,5000,0,4000,0,0,4500,0,0,0,0,15000,0,7200,35700,49300.0,More than 2 years,Rented,1-5 years,Married,2-3,Yes,1-2 years,Others,0,No
8894,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3000,0,0,3000,-3000.0,More than 2 years,Owned,1-5 years,Widowed,2-3,No,2-5 years,Others,0,Yes
8895,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,11700.0,0,0,0.0,0,0,0,11700.0,0,0,0,0,0,700,0,0,0,0,500,0,0,1200,10500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Others,1400,No
8896,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,7800.0,40000,0,0.0,0,0,0,47800.0,0,0,0,0,0,0,0,0,0,0,2000,0,0,2000,45800.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,No
8897,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,12800.0,0,0,3000.0,0,0,0,15800.0,0,0,0,0,0,1000,0,0,0,0,2000,0,0,3000,12800.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,No
8898,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,25000.0,10000,0,0.0,0,0,0,35000.0,0,0,5000,0,0,2000,0,0,0,0,3000,0,0,10000,25000.0,1-2 years,Rented,Less than a year,Married,0-1,Yes,Less than 1 year,Professional/Managerial/Officer,0,No
8899,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,19340.0,2000,1200,2000.0,0,0,0,24540.0,3000,0,0,0,0,6000,0,0,0,0,5000,0,0,14000,10540.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Non-Officer/Skilled,0,No
8900,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,50000.0,0,0,2000.0,0,0,0,52000.0,0,0,0,0,0,5000,0,0,0,0,10000,0,0,15000,37000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,No
8902,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,14000.0,10000,6000,5000.0,0,0,0,35000.0,1000,1000,0,0,0,900,0,0,0,0,3000,0,3000,8900,26100.0,More than 2 years,Others,1-5 years,Single,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,100,No
8903,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,75000.0,750000,0,0.0,0,0,0,825000.0,5000,3000,0,0,0,10000,0,0,0,0,10000,0,0,28000,797000.0,More than 2 years,Owned,1-5 years,Married,0-1,No,2-5 years,Professional/Managerial/Officer,11000,Yes
8904,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,18929.0,0,0,0.0,0,0,0,18929.0,500,1000,0,0,0,800,0,0,0,0,3000,0,0,5300,13629.0,More than 2 years,Others,More than 5 years,Married,0-1,Yes,More than 5 years,Others,0,No
8906,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15000.0,0,5000,2000.0,0,0,0,22000.0,2000,500,0,0,0,400,0,0,0,0,700,0,0,3600,18400.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Managerial/Officer,0,Yes
8908,Female,Filipino,Project based,No other source of income,Yes,No,0,15000.0,2000,0,0.0,0,0,0,17000.0,500,200,0,0,0,0,0,0,0,0,1000,0,0,1700,15300.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Others,0,Yes
8911,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,6806.0,0,0,0.0,0,0,0,6806.0,5000,5000,0,0,0,4000,0,0,0,0,5000,0,10000,29000,-22194.0,More than 2 years,Owned,1-5 years,Married,0-1,Yes,2-5 years,Professional/Managerial/Officer,5000,Yes
8913,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,31000.0,0,0,0.0,0,0,0,31000.0,0,2000,4000,0,0,2000,0,0,0,0,5000,0,0,13000,18000.0,More than 2 years,Rented,1-5 years,Married,2-3,No,2-5 years,Professional/Non-Officer/Skilled,0,No
8914,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,75000.0,0,0,0.0,0,0,0,75000.0,5000,0,0,0,0,0,0,0,0,0,10000,0,0,15000,60000.0,Less than 6 months,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,5000,Yes
8915,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,71250.0,0,0,0.0,0,0,0,71250.0,7500,0,11250,0,0,3000,0,0,0,0,7500,0,0,29250,42000.0,More than 2 years,Free,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,0,No
8916,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,25000.0,2500,3500,0.0,0,0,0,31000.0,0,1500,0,0,0,1600,0,0,0,0,5000,0,2500,10600,20400.0,More than 2 years,Owned,Less than a year,Single,2-3,Yes,Less than 1 year,Others,0,Yes
8917,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,28000.0,20000,0,0.0,0,0,0,48000.0,0,1000,0,0,0,3000,0,0,0,0,3000,0,1500,8500,39500.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Professional/Managerial/Officer,1000,Yes
8919,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,156000.0,0,0,50000.0,0,0,0,206000.0,5000,3000,0,0,0,15000,0,0,0,0,19000,0,3554,45554,160446.0,More than 2 years,Owned,Less than a year,Married,0-1,Yes,Less than 1 year,Others,0,Yes
8920,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,20000.0,0,0,0.0,0,0,0,20000.0,0,1000,0,0,0,2500,0,0,0,0,5000,0,0,8500,11500.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Others,0,No
8921,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,32000.0,0,10000,0.0,0,0,0,42000.0,2000,1000,0,0,0,2000,0,0,0,0,3000,0,0,8000,34000.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Managerial/Officer,0,Yes
8922,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,75000.0,0,0,0.0,0,0,0,75000.0,3000,0,0,0,0,4000,0,0,0,0,5000,0,0,12000,63000.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,Yes
8923,Male,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,15000.0,0,0,0.0,0,0,0,15000.0,0,0,1500,0,0,500,0,0,0,0,1000,0,0,3000,12000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Others,0,No
8924,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,24236.0,1500,3000,4500.0,0,0,0,33236.0,800,500,0,0,0,1849,0,0,0,0,4000,0,500,7649,25587.0,More than 2 years,Free,More than 5 years,Single,more than 3,Yes,More than 5 years,Others,2144,No
8925,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,29918.0,0,0,0.0,0,0,0,29918.0,2000,2000,0,0,0,2800,0,0,0,0,5000,0,0,11800,18118.0,More than 2 years,Owned,1-5 years,Married,2-3,No,2-5 years,Others,0,Yes
8926,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,17000.0,0,0,0.0,0,0,0,17000.0,1500,200,0,0,0,4000,0,0,0,0,3000,0,0,8700,8300.0,More than 2 years,Owned,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,No
8927,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,18000.0,15000,8000,12000.0,0,0,0,53000.0,0,2000,0,0,0,7000,0,0,0,0,7000,0,0,16000,37000.0,1-2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,Yes
8928,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,20000.0,6000,6000,5000.0,0,0,0,37000.0,5000,2500,7000,0,0,5000,0,0,0,0,10000,0,0,29500,7500.0,More than 2 years,Owned,1-5 years,Single,0-1,No,2-5 years,Professional/Non-Officer/Skilled,5000,Yes
8930,Male,Filipino,Probationary,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,30000.0,0,7000,0.0,0,0,0,37000.0,1000,0,4500,0,0,1500,0,0,0,0,3000,0,0,10000,27000.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Non-Officer/Skilled,0,No
8931,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,17000.0,0,0,20000.0,0,0,0,37000.0,1000,0,0,0,0,1000,0,0,0,0,8000,0,4000,14000,23000.0,More than 2 years,Owned,More than 5 years,Married,2-3,Yes,More than 5 years,Others,0,Yes
8932,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,60000.0,0,0,23000.0,0,0,0,83000.0,5000,3000,0,0,0,5000,0,0,0,0,12000,0,5000,30000,53000.0,More than 2 years,Others,1-5 years,Separated,0-1,Yes,1-2 years,Professional/Non-Officer/Skilled,0,Yes
8933,Male,Filipino,OFW/Seafarers,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,115000.0,0,0,0.0,0,0,0,115000.0,0,0,0,0,0,5000,0,0,0,0,10000,0,6500,21500,93500.0,Less than 6 months,Free,More than 5 years,Married,2-3,Yes,More than 5 years,Others,17000,No
8934,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,18480.0,0,0,0.0,0,0,0,18480.0,1500,1000,0,0,0,1000,0,0,0,0,5000,0,0,8500,9980.0,More than 2 years,Owned,More than 5 years,Married,0-1,Yes,More than 5 years,Professional/Non-Officer/Skilled,1000,No
8935,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,16000.0,8000,0,5000.0,0,0,0,29000.0,0,0,0,0,0,0,0,0,0,0,5000,0,0,5000,24000.0,More than 2 years,Free,More than 5 years,Single,0-1,No,More than 5 years,Professional/Managerial/Officer,0,No
8936,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,27000.0,0,0,0.0,0,0,0,27000.0,0,500,3000,0,0,1300,0,0,0,0,5000,0,0,9800,17200.0,More than 2 years,Rented,1-5 years,Single,0-1,No,2-5 years,Professional/Managerial/Officer,0,No
8937,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",No,0,36000.0,0,0,0.0,0,0,0,36000.0,0,0,0,0,0,3000,0,0,0,0,5000,0,0,8000,28000.0,More than 2 years,Owned,Less than a year,Single,0-1,No,Less than 1 year,Professional/Managerial/Officer,2000,Yes
8938,Female,Filipino,Regular Employee,No other source of income,"No, please prepare postdated checks for your monthly amortization",Yes,0,40000.0,20000,20000,30000.0,0,0,0,110000.0,2000,2000,0,0,0,3000,0,0,0,0,8000,0,2000,17000,93000.0,More than 2 years,Owned,1-5 years,Married,2-3,Yes,1-2 years,Professional/Managerial/Officer,0,No
8939,Female,Filipino,Regular Employee,No other source of income,Yes,No,0,25000.0,0,9000,15000.0,0,0,0,49000.0,0,1000,0,0,0,3000,0,0,0,0,3000,0,2000,9000,40000.0,More than 2 years,Free,1-5 years,Single,2-3,Yes,2-5 years,Professional/Non-Officer/Skilled,1000,No
8943,Male,Filipino,Regular Employee,No other source of income,Yes,No,0,18000.0,0,0,0.0,0,0,0,18000.0,4000,0,0,0,0,0,0,0,0,0,1000,0,0,5000,13000.0,More than 2 years,Owned,1-5 years,Single,0-1,No,1-2 years,Professional/Non-Officer/Skilled,0,No
